"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher"
"Shaun White Snowboarding: World Stage","Wii",2009,"Sports","Ubisoft",0.24,0.03,0,0.02,0.29,72,33,85,30,"Ubisoft","E",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft"
"Spider-Man: Friend or Foe","X360",2007,"Action","Activision",0.26,0.01,0,0.02,0.29,60,51,61,26,"Next Level Games","E10+",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Nintendo","Japan","Activision Blizzard"
"Guitar Hero: Van Halen","X360",2009,"Misc","Activision",0.16,0.1,0,0.03,0.29,57,34,56,17,"Neversoft Entertainment, Underground Development","T",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Batman: The Brave and the Bold the Videogame","DS",2010,"Action","Warner Bros. Interactive Entertainment",0.23,0.04,0,0.02,0.29,74,14,78,8,"WayForward","E10+",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"The Sims 2","PC",2004,"Simulation","Electronic Arts",0.02,0.24,0,0.04,0.29,90,61,86,676,"Maxis","T",12,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"Need for Speed Underground","GBA",2003,"Racing","Electronic Arts",0.21,0.08,0,0.01,0.29,77,9,80,25,"Pocketeers","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","EA"
"Def Jam Rapstar","X360",2010,"Misc","Konami Digital Entertainment",0.25,0.02,0,0.02,0.29,74,36,52,9,"Terminal Reality, 4mm Games","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Outlaw Golf","XB",2002,"Sports","TDK Mediactive",0.22,0.06,0,0.01,0.29,72,23,67,9,"Simon & Schuster","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"MySims SkyHeroes","Wii",2010,"Action","Electronic Arts",0.16,0.1,0,0.03,0.29,67,9,50,5,"Electronic Arts","E10+",6,"00s","Nintendo","7th Gen","Nintendo_Wii","EA","US","EA"
"Mini Ninjas","X360",2009,"Action","Eidos Interactive",0.12,0.14,0,0.03,0.29,73,44,82,38,"Io Interactive","E10+",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"NBA Street V3","GC",2005,"Sports","Electronic Arts",0.23,0.06,0,0.01,0.29,88,36,82,16,"EA Canada","E",11,"00s","Nintendo","6th Gen","Misc","EA","US","EA"
"WinBack: Covert Operations","PS2",2000,"Shooter","Midas Interactive Entertainment",0.14,0.11,0,0.04,0.29,66,11,75,20,"Omega Force","T",16,"90s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Syphon Filter: Dark Mirror","PSP",2006,"Shooter","Sony Computer Entertainment",0.26,0.01,0,0.03,0.29,87,58,88,118,"Sony Bend","M",10,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Glory of Heracles","DS",2008,"Role-Playing","Nintendo",0.19,0,0.08,0.01,0.29,69,23,71,18,"Paon Corporation","E10+",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo"
"Up","X360",2009,"Action","THQ",0.2,0.07,0,0.03,0.29,61,18,66,6,"Heavy Iron Studios","E10+",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Modnation Racers: Road Trip","PSV",2012,"Racing","Sony Computer Entertainment",0.15,0.09,0,0.04,0.29,62,51,62,69,"SCEA","E",4,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY"
"NBA Live 06","X360",2005,"Sports","Electronic Arts",0.27,0,0,0.02,0.29,64,35,54,16,"EA Canada","E",11,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"ExerBeat","Wii",2010,"Sports","Namco Bandai Games",0.1,0.16,0,0.03,0.29,60,9,74,5,"Namco Bandai Games","E",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Namco","Japan","Namco"
"Need for Speed: Most Wanted","PC",2005,"Racing","Electronic Arts",0.02,0.23,0,0.04,0.29,82,19,83,525,"Black Box","T",11,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"Front Mission Evolved","PS3",2010,"Shooter","Square Enix",0.09,0.06,0.11,0.03,0.29,58,42,58,30,"Double Helix Games","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Square Enix"
"Ultimate Marvel vs. Capcom 3","PSV",2011,"Fighting","Capcom",0.17,0.08,0,0.04,0.29,80,48,75,93,"Capcom","T",5,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Little King's Story","Wii",2009,"Strategy","Rising Star Games",0.14,0.1,0.02,0.02,0.29,87,50,86,86,"Cing","T",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Dynasty Warriors: Strikeforce","PS3",2009,"Action","Tecmo Koei",0.11,0.07,0.07,0.03,0.29,64,27,71,15,"Omega Force","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"NieR","X360",2010,"Role-Playing","Square Enix",0.13,0.1,0.04,0.02,0.29,67,60,81,126,"Cavia Inc.","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Square Enix"
"Zoo Tycoon 2 DS","DS",2008,"Strategy","THQ",0.24,0.03,0,0.02,0.29,60,17,52,7,"Altron","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Area 51","XB",2005,"Shooter","Midway Games",0.22,0.06,0,0.01,0.29,72,43,79,16,"Midway Studios - Austin","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Deadpool","PS4",2015,"Action","Activision",0.14,0.11,0,0.05,0.29,60,11,55,68,"High Moon Studios","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Activision Blizzard"
"UEFA Euro 2016","PS4",2016,"Sports","Konami Digital Entertainment",0,0.22,0.04,0.04,0.29,72,7,64,8,"Konami","E",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Wanted: Weapons of Fate","PS3",2009,"Shooter","Warner Bros. Interactive Entertainment",0.14,0.1,0.01,0.04,0.29,61,56,69,25,"GRIN","M",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Mega Man X8","PS2",2004,"Platform","Capcom",0.14,0.11,0,0.04,0.29,68,23,83,63,"Valuewave Co.,Ltd.","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"The Chronicles of Riddick: Assault on Dark Athena","X360",2009,"Shooter","Atari",0.16,0.1,0,0.03,0.29,82,67,80,73,"Starbreeze","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Namco"
"Ford Mustang: The Legend Lives","PS2",2005,"Racing","Take-Two Interactive",0.14,0.11,0,0.04,0.29,58,5,71,8,"Eutechnyx","E",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Sega"
"FlatOut: Head On","PSP",2008,"Racing","Empire Interactive",0.13,0.1,0,0.06,0.29,74,28,80,21,"Bugbear","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Duel Masters: Sempai Legends","GBA",2003,"Misc","Atari",0.21,0.08,0,0.01,0.29,69,19,78,5,"Mistic Software","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Namco"
"Harvest Moon: Magical Melody","Wii",2008,"Simulation","Rising Star Games",0.23,0.03,0,0.02,0.29,69,14,86,17,"Marvelous Entertainment","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Heroes of the Pacific","PS2",2005,"Simulation","Codemasters",0.14,0.11,0,0.04,0.29,76,31,82,15,"IR Gurus","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Prince of Persia: Rival Swords","Wii",2007,"Action","Ubisoft",0.24,0.02,0,0.02,0.29,70,30,75,21,"Ubisoft Montreal","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft"
"The Lord of the Rings: The Third Age","GC",2004,"Role-Playing","Electronic Arts",0.22,0.06,0,0.01,0.29,74,25,76,19,"EA Games","T",12,"00s","Nintendo","6th Gen","Misc","EA","US","EA"
"Trace Memory","DS",2005,"Adventure","Nintendo",0.15,0.01,0.12,0.01,0.29,70,51,79,42,"Cing","T",11,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo"
"X-Men Legends II: Rise of Apocalypse","PSP",2005,"Role-Playing","Activision",0.25,0.01,0,0.02,0.29,84,30,80,43,"Vicarious Visions","T",11,"00s","SONY","7th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard"
"Borderlands: The Pre-Sequel","PC",2014,"Shooter","Take-Two Interactive",0.11,0.15,0,0.02,0.29,75,55,60,703,"2K Australia","M",2,"10s","Microsoft","5th Gen","Misc","Sega","Japan","Sega"
"Madden NFL 08","XB",2007,"Sports","Electronic Arts",0.22,0.06,0,0.01,0.29,76,6,58,4,"EA Tiburon","E",9,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA"
"Trauma Center: New Blood","Wii",2007,"Simulation","Nintendo",0.22,0.04,0.01,0.02,0.29,77,43,78,20,"Atlus","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Nintendo"
"Starhawk","PS3",2012,"Action","Sony Computer Entertainment",0.18,0.05,0.03,0.03,0.29,77,71,76,188,"LightBox Interactive","T",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","SONY"
"Pirates of the Caribbean","XB",2003,"Role-Playing","Ubisoft",0.22,0.06,0,0.01,0.29,65,30,72,27,"Akella","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Ubisoft"
"FIFA Soccer 13","3DS",2012,"Action","Electronic Arts",0.06,0.2,0,0.03,0.29,68,4,35,16,"Electronic Arts","E",4,"10s","Nintendo","8th Gen","Nintendo_DS","EA","US","EA"
"Ace Combat: Joint Assault","PSP",2010,"Simulation","Namco Bandai Games",0.06,0.05,0.15,0.03,0.29,71,30,70,12,"Project Aces","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"The BIGS 2","Wii",2009,"Sports","Take-Two Interactive",0.26,0.01,0,0.02,0.29,68,5,83,6,"Blue Castle Games","E10+",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Sega"
"Turning Point: Fall of Liberty","X360",2008,"Shooter","Codemasters",0.23,0.04,0,0.02,0.29,43,44,66,87,"Spark Unlimited","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Sonic Boom: Shattered Crystal","3DS",2014,"Action","Sega",0.17,0.09,0,0.03,0.29,47,21,61,160,"Sanzaru Games","E",2,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Sega"
"Shrek Super Party","PS2",2002,"Misc","TDK Mediactive",0.14,0.11,0,0.04,0.29,30,4,49,17,"Mass Media","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"MLB Power Pros","Wii",2007,"Sports","Konami Digital Entertainment",0.23,0,0.04,0.02,0.29,83,12,82,45,"Konami","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Sakura Wars: So Long, My Love","PS2",2005,"Role-Playing","Sega",0.07,0.05,0.15,0.02,0.29,81,15,71,26,"RED Entertainment","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Sega"
"Dynasty Tactics","PS2",2002,"Strategy","Tecmo Koei",0.06,0.05,0.16,0.02,0.29,79,14,79,31,"Koei","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Call of Juarez: The Cartel","PS3",2011,"Shooter","Ubisoft",0.12,0.12,0,0.05,0.29,45,42,53,74,"Techland","M",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Ubisoft"
"Angry Birds Star Wars","PS3",2013,"Strategy","Activision",0.1,0.14,0,0.05,0.29,49,6,34,23,"Exient Entertainment","E",3,"10s","SONY","7th Gen","SONY_PS","EA","US","Activision Blizzard"
"Metal Gear Solid V: Ground Zeroes","XOne",2014,"Action","Konami Digital Entertainment",0.15,0.11,0,0.02,0.29,76,13,52,348,"Kojima Productions","M",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other"
"SimCity 4","PC",2003,"Simulation","Electronic Arts",0.01,0.24,0,0.03,0.29,84,36,85,268,"Maxis","E",13,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"Puzzle Quest: Challenge of the Warlords","Wii",2007,"Puzzle","D3Publisher",0.26,0,0,0.02,0.29,71,17,60,5,"Vicious Cycle","E10+",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Disgaea 5: Alliance of Vengeance","PS4",2015,"Role-Playing","Nippon Ichi Software",0.11,0.08,0.06,0.04,0.29,80,43,79,173,"Nippon Ichi Software","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Sengoku Basara: Samurai Heroes","Wii",2010,"Action","Capcom",0.06,0.01,0.2,0.01,0.29,65,18,86,13,"Capcom","T",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Rayman 3: Hoodlum Havoc","PS2",2003,"Platform","Ubisoft",0.14,0.11,0,0.04,0.29,76,21,84,38,"Ubisoft","E",13,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Warriors Orochi 2","PSP",2008,"Action","Tecmo Koei",0.06,0,0.22,0.01,0.29,56,14,73,4,"Omega Force","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Feel the Magic XY/XX","DS",2004,"Puzzle","Sega",0.17,0,0.1,0.02,0.29,75,55,79,18,"Sonic Team","T",12,"00s","Nintendo","7th Gen","Nintendo_DS","Sega","Japan","Sega"
"Psi-Ops: The Mindgate Conspiracy","PS2",2004,"Shooter","Midway Games",0.14,0.11,0,0.04,0.29,84,46,87,27,"Midway","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Dead Rising: Chop Till You Drop","Wii",2009,"Action","Capcom",0.15,0.07,0.05,0.02,0.29,61,30,63,35,"TOSE","M",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Other"
"Spyro: A Hero's Tail","GC",2004,"Platform","Vivendi Games",0.22,0.06,0,0.01,0.29,62,13,81,10,"Eurocom Entertainment Software","E",12,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft"
"NASCAR 08","X360",2007,"Racing","Electronic Arts",0.26,0,0,0.02,0.29,59,29,50,30,"EA Tiburon","E",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"World of Tanks","PC",2011,"Shooter","Wargaming.net",0,0.23,0,0.05,0.29,80,38,35,1466,"Wargaming.net","T",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Links 2004","XB",2003,"Sports","Microsoft Game Studios",0.21,0.06,0,0.01,0.29,80,41,88,9,"Indie Built","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Majin and the Forsaken Kingdom","PS3",2010,"Adventure","Namco Bandai Games",0.09,0.13,0.01,0.05,0.29,72,49,77,35,"Game Republic","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Assassin's Creed IV: Black Flag","WiiU",2013,"Action","Ubisoft",0.17,0.09,0,0.03,0.29,86,5,75,207,"Ubisoft","M",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft"
"Earthworm Jim","GBA",2001,"Platform","Interplay",0.2,0.08,0,0.01,0.29,72,10,55,6,"Game Titan","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Tales of Phantasia","GBA",2003,"Role-Playing","Nintendo",0.08,0.03,0.17,0.01,0.29,76,29,79,24,"Namco","E10+",13,"00s","Nintendo","6th Gen","Misc","Namco","Japan","Nintendo"
"Monster 4x4: Masters of Metal","PS2",2003,"Racing","Ubisoft",0.14,0.11,0,0.04,0.28,48,9,81,13,"Ubisoft","E",13,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Dragon Ball GT: Transformation","GBA",2005,"Action","Atari",0.2,0.08,0,0.01,0.28,69,12,80,26,"Webfoot Technologies","E10+",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Namco"
"FIFA 15","PC",2014,"Sports","Electronic Arts",0,0.27,0,0.02,0.28,82,9,40,383,"EA Sports","E",2,"10s","Microsoft","5th Gen","Misc","EA","US","EA"
"The Warriors","XB",2005,"Action","Take-Two Interactive",0.21,0.06,0,0.01,0.28,85,55,80,21,"Rockstar Toronto","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega"
"Shadow Hearts","PS2",2001,"Role-Playing","Midway Games",0.09,0.07,0.1,0.02,0.28,73,24,86,55,"Sacnoth","M",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Dragon Ball Z: Budokai Tenkaichi 2","Wii",2006,"Fighting","Atari",0.24,0.03,0,0.02,0.28,72,37,83,40,"Spike","T",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Namco"
"Street Hoops","XB",2002,"Sports","Activision",0.21,0.06,0,0.01,0.28,58,22,78,4,"Black Ops Entertainment","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"R: Racing Evolution","PS2",2003,"Racing","Namco Bandai Games",0.14,0.11,0,0.04,0.28,66,35,60,5,"Namco","T",13,"00s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco"
"The Golden Compass","PS3",2007,"Action","Sega",0.14,0.1,0,0.05,0.28,40,17,46,16,"Shiny Entertainment","E10+",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"ATV Quad Power Racing 2","GC",2003,"Racing","Acclaim Entertainment",0.22,0.06,0,0.01,0.28,70,18,88,4,"Climax Group","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Hatsune Miku: Project Diva f","PS3",2013,"Misc","Sega",0.08,0,0.19,0.02,0.28,73,10,82,108,"Sega","T",3,"10s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega"
"Marvel Nemesis: Rise of the Imperfects","XB",2005,"Fighting","Electronic Arts",0.21,0.06,0,0.01,0.28,58,34,73,20,"EA Canada, Nihilistic","T",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA"
"Final Fantasy VI Advance","GBA",2006,"Role-Playing","Nintendo",0,0,0.28,0.01,0.28,92,25,82,190,"TOSE","E10+",10,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo"
"LEGO The Lord of the Rings","PSV",2012,"Action","Warner Bros. Interactive Entertainment",0.09,0.13,0,0.06,0.28,54,8,54,35,"TT Games","E10+",4,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Viewtiful Joe","PS2",2004,"Action","Capcom",0.14,0.11,0,0.04,0.28,90,34,83,35,"Clover Studio","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"DeathSmiles","X360",2009,"Shooter","Rising Star Games",0.15,0.06,0.05,0.02,0.28,76,29,82,47,"Cave","T",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Fable: The Journey","X360",2012,"Role-Playing","Microsoft Game Studios",0.18,0.08,0,0.02,0.28,61,70,46,80,"Lionhead Studios","T",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Bladestorm: The Hundred Years' War","PS3",2007,"Action","Tecmo Koei",0.1,0.03,0.14,0.02,0.28,58,23,77,28,"Omega Force","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"SAW","X360",2009,"Action","Konami Digital Entertainment",0.13,0.12,0,0.03,0.28,59,39,72,50,"Zombie Studios","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Chromehounds","X360",2006,"Simulation","Sega",0.24,0,0.01,0.02,0.28,71,60,68,72,"From Software","T",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega"
"Harry Potter and the Sorcerer's Stone","PS2",2003,"Action","Electronic Arts",0.14,0.11,0,0.04,0.28,56,14,74,21,"Warthog","E",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA"
"Kung Fu Chaos","XB",2003,"Fighting","Microsoft Game Studios",0.21,0.06,0,0.01,0.28,68,41,83,27,"Just Add Monsters","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Microsoft"
"Shrek the Third","Wii",2007,"Action","Activision",0.25,0.01,0,0.02,0.28,57,28,65,7,"Amaze Entertainment","E10+",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Activision Blizzard"
"Jackass the Game","PS2",2007,"Action","Empire Interactive",0.14,0.11,0,0.04,0.28,58,24,64,14,"Sidhe Interactive","M",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Pirates of the Caribbean: Dead Man's Chest","PSP",2006,"Adventure","Disney Interactive Studios",0.25,0,0,0.02,0.28,52,34,78,17,"Griptonite Games","T",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Operation Flashpoint: Red River","X360",2011,"Shooter","Codemasters",0.1,0.14,0.01,0.03,0.28,69,64,59,29,"Codemasters","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Transformers: Dark of the Moon","X360",2011,"Action","Activision",0.13,0.12,0,0.03,0.28,59,53,65,30,"High Moon Studios","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Surf's Up","DS",2007,"Sports","Ubisoft",0.26,0,0,0.02,0.28,56,5,68,4,"Ubisoft Quebec","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft"
"Assassin's Creed II: Discovery","DS",2009,"Action","Ubisoft",0.15,0.11,0,0.03,0.28,69,20,71,22,"Griptonite Games","T",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Ubisoft"
"Syphon Filter: Dark Mirror","PS2",2007,"Shooter","Sony Computer Entertainment",0.14,0.11,0,0.04,0.28,70,24,76,12,"Sony Bend","T",9,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Mission: Impossible - Operation Surma","PS2",2003,"Platform","Atari",0.14,0.11,0,0.04,0.28,64,30,76,10,"Paradigm Entertainment","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco"
"MLB 07: The Show","PSP",2007,"Sports","Sony Computer Entertainment",0.26,0,0,0.02,0.28,82,12,70,10,"SCEA San Diego Studios","E",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Driver: Parallel Lines","PS2",2006,"Racing","Atari",0.12,0.1,0.03,0.03,0.28,69,41,67,74,"Reflections Interactive","M",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco"
"Mega Man ZX","DS",2006,"Platform","Capcom",0.16,0,0.1,0.02,0.28,76,37,81,32,"Inti Creates","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Backyard Wrestling 2: There Goes the Neighborhood","PS2",2004,"Fighting","Eidos Interactive",0.14,0.11,0,0.04,0.28,46,23,45,10,"Paradox Development","M",12,"00s","SONY","6th Gen","SONY_PS","Tencent","China","Other"
"Guitar Hero: Van Halen","Wii",2009,"Misc","Activision",0.13,0.12,0,0.03,0.28,50,12,50,6,"Neversoft Entertainment","T",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Activision Blizzard"
"Dead or Alive","PS",1998,"Fighting","Sony Computer Entertainment",0.09,0.06,0.1,0.02,0.28,84,10,84,18,"Team Ninja","T",18,"90s","SONY","5th Gen","SONY_PS","Other","Other","SONY"
"Dead to Rights: Retribution","PS3",2010,"Shooter","Namco Bandai Games",0.1,0.12,0.02,0.05,0.28,60,44,57,27,"Volatile Games","M",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Wild ARMs 5","PS2",2006,"Role-Playing","505 Games",0.14,0.11,0,0.04,0.28,71,26,73,22,"Media Vision","T",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"NFL Blitz 20-02","PS2",2002,"Sports","Midway Games",0.14,0.11,0,0.04,0.28,76,22,87,15,"Midway","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"El Shaddai: Ascension of the Metatron","PS3",2011,"Action","Ignition Entertainment",0.11,0.06,0.08,0.03,0.28,78,46,73,40,"Ignition Entertainment","T",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Tony Hawk: Shred","PS3",2010,"Sports","Activision",0.18,0.06,0,0.04,0.28,56,5,65,6,"Robomodo","E",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Activision Blizzard"
"NCAA March Madness 2005","XB",2004,"Sports","Electronic Arts",0.21,0.06,0,0.01,0.28,80,18,76,4,"EA Canada","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA"
"Kenka Bancho: Badass Rumble","PSP",2008,"Action","Spike",0.06,0,0.2,0.01,0.28,70,21,73,6,"Bullets","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Silent Hill 2: Restless Dreams","XB",2001,"Action","Konami Digital Entertainment",0.21,0.06,0,0.01,0.28,84,23,81,39,"KCET","M",15,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
