"Platform","Year_of_Release","Genre","Publisher","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher","Region","Sales"
"PS2",2001,"Sports","Electronic Arts",70,16,72,8,"Electronic Arts","E",15,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS4",2015,"Action","Square Enix",73,42,63,403,"Avalanche Studios","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Square Enix","JP_Sales",0.07
"PS",1999,"Role-Playing","SquareSoft",94,16,79,297,"SquareSoft","T",17,"90s","SONY","5th Gen","SONY_PS","Square Enix","Japan","Square Enix","JP_Sales",0.69
"PS2",2004,"Platform","Sony Computer Entertainment",84,55,84,246,"Naughty Dog","T",12,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0
"GBA",2004,"Role-Playing","Square Enix",76,37,77,84,"Jupiter Corporation","E",12,"00s","Nintendo","6th Gen","Misc","Other","Other","Square Enix","JP_Sales",0.35
"PS3",2012,"Shooter","Take-Two Interactive",87,31,76,790,"Rockstar Studios","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0.06
"PS3",2013,"Action","Warner Bros. Interactive Entertainment",82,22,77,76,"TT Games","E10+",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.01
"DS",2009,"Action","Disney Interactive Studios",80,4,43,8,"Altron","E",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","JP_Sales",0
"PS2",2005,"Sports","Electronic Arts",87,25,83,36,"EA Sports","E",11,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"Wii",2007,"Misc","Ubisoft",67,25,81,66,"Ubisoft Montpellier","E10+",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft","JP_Sales",0
"3DS",2014,"Platform","Nintendo",80,68,86,206,"HAL Labs","E",2,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",0.79
"DS",2010,"Platform","Sega",70,24,73,28,"Creative Assembly","E",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Sega","JP_Sales",0
"PS3",2011,"Action","Sony Computer Entertainment",83,90,82,932,"Sucker Punch","T",5,"10s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.08
"PC",2012,"Role-Playing","Activision",82,42,46,1265,"Blizzard Entertainment","T",4,"10s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard","JP_Sales",0
"PS2",2001,"Misc","Namco Bandai Games",72,9,58,5,"Mass Media","E",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco","JP_Sales",0
"PC",2001,"Simulation","Electronic Arts",85,17,77,70,"Maxis","T",15,"00s","Microsoft","5th Gen","Misc","EA","US","EA","JP_Sales",0
"PS3",2009,"Role-Playing","Namco Bandai Games",89,81,87,1441,"From Software","M",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco","JP_Sales",0.35
"X360",2007,"Shooter","Electronic Arts",96,54,87,797,"Valve Software","M",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA","JP_Sales",0.02
"PS2",2003,"Simulation","Konami Digital Entertainment",82,27,80,11,"Konami","E",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PS2",2002,"Fighting","Sega",94,36,78,84,"Sega AM2","T",14,"00s","SONY","6th Gen","SONY_PS","Sega","Japan","Sega","JP_Sales",0.56
"PS4",2016,"Action","Take-Two Interactive",68,66,49,1147,"Hangar 13","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0.03
"PS2",2004,"Platform","Sony Computer Entertainment",88,64,88,178,"Sucker Punch","E",12,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0
"GBA",2002,"Platform","Sega",83,23,81,46,"Dimps Corporation","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Sega","JP_Sales",0.21
"X360",2006,"Sports","Electronic Arts",80,54,58,148,"EA Tiburon","E",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0.01
"PS3",2010,"Action","Take-Two Interactive",89,46,74,105,"Visual Concepts","E",6,"00s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega","JP_Sales",0.03
"XOne",2015,"Racing","Microsoft Game Studios",87,85,77,863,"Turn 10","E",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","JP_Sales",0.03
"PS4",2014,"Action","Bethesda Softworks",75,65,71,1223,"Tango Gameworks","M",2,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.11
"Wii",2007,"Shooter","Nintendo",90,62,87,491,"Retro Studios","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","JP_Sales",0.07
"PS2",2003,"Racing","Take-Two Interactive",85,41,83,47,"Rockstar San Diego","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0
"PS2",2004,"Action","Sony Computer Entertainment",57,53,74,47,"SCEE London Studio","M",12,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.02
"PS2",2005,"Action","Vivendi Games",47,21,64,129,"Genuine Games","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Ubisoft","JP_Sales",0
"XB",2001,"Fighting","Microsoft Game Studios",87,35,84,44,"Team Ninja","T",15,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Microsoft","JP_Sales",0.24
"DS",2006,"Role-Playing","Square Enix",75,30,72,27,"TOSE","E10+",10,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Square Enix","JP_Sales",1.49
"Wii",2011,"Action","LucasArts",76,7,75,10,"Traveller's Tales","E10+",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
"PS3",2009,"Fighting","THQ",84,58,79,47,"THQ","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.01
"PS2",2004,"Platform","THQ",75,5,88,54,"Heavy Iron Studios","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"GBA",2001,"Role-Playing","Nintendo",91,29,91,198,"Camelot Software Planning","E",15,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.4
"PS2",2004,"Fighting","Electronic Arts",83,46,87,73,"Aki Corp.","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA","JP_Sales",0
"XB",2002,"Shooter","Ubisoft",84,29,59,27,"Red Storm Entertainment","M",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","JP_Sales",0
"PS2",2002,"Action","Take-Two Interactive",71,34,55,33,"VIS Entertainment","M",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0
"PS2",2004,"Simulation","Electronic Arts",70,25,80,24,"Maxis","T",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS2",2001,"Simulation","Activision",84,25,78,21,"LucasArts","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0.02
"XB",2004,"Shooter","Activision",80,55,89,57,"Pandemic Studios","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","JP_Sales",0
"PS4",2016,"Sports","Electronic Arts",82,35,47,83,"EA Sports","E",0,"10s","SONY","8th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS3",2010,"Action","Square Enix",83,66,78,291,"Avalanche Studios","M",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Square Enix","JP_Sales",0.06
"PS3",2007,"Sports","Electronic Arts",81,28,69,47,"EA Canada","E",9,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0.02
"X360",2007,"Shooter","Microsoft Game Studios",83,75,78,340,"Realtime Worlds","M",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Microsoft","JP_Sales",0.03
"WiiU",2013,"Misc","Nintendo",65,38,66,135,"Nd Cube","E",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Nintendo","JP_Sales",0.84
"PS2",2008,"Simulation","Konami Digital Entertainment",55,6,60,6,"Konami","E10+",8,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.01
"PS2",2002,"Role-Playing","Namco Bandai Games",83,35,85,99,"Monolith Soft","T",14,"00s","SONY","6th Gen","SONY_PS","Nintendo","Japan","Namco","JP_Sales",0.45
"X360",2012,"Action","Microsoft Game Studios",55,61,33,145,"Terminal Reality","T",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Microsoft","JP_Sales",0.03
"PS3",2012,"Role-Playing","Capcom",78,38,81,444,"Capcom","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.72
"PS4",2015,"Shooter","Sony Computer Entertainment",63,94,64,3172,"Ready at Dawn, SCE Santa Monica","M",1,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.06
"PS2",2001,"Sports","Electronic Arts",92,33,87,71,"EA Canada","E",15,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS4",2013,"Platform","Sony Computer Entertainment Europe",54,83,63,1074,"SCE Japan Studio","E10+",3,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.42
"DS",2010,"Role-Playing","Nintendo",78,41,79,31,"ArtePiazza","T",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo","JP_Sales",1.35
"GBA",2002,"Platform","Universal Interactive",78,18,77,27,"Vicarious Visions","E",14,"00s","Nintendo","6th Gen","Misc","Activision Blizzard","US","Other","JP_Sales",0
"X360",2012,"Action","Square Enix",79,51,69,453,"Io Interactive","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Square Enix","JP_Sales",0.01
"PS4",2014,"Racing","Ubisoft",61,60,52,575,"Ubisoft Reflections, Ivory Tower","T",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","JP_Sales",0.03
"XOne",2014,"Sports","Take-Two Interactive",82,9,61,101,"Visual Concepts","E",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Sega","Japan","Sega","JP_Sales",0
"XB",2004,"Sports","Electronic Arts",91,39,74,26,"EA Tiburon","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"PS2",2003,"Role-Playing","Ubisoft",80,55,75,134,"Tri-Ace","T",13,"00s","SONY","6th Gen","SONY_PS","Square Enix","Japan","Ubisoft","JP_Sales",0.55
"PC",2011,"Shooter","Activision",78,26,23,5664,"Infinity Ward, Sledgehammer Games","M",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Activision Blizzard","JP_Sales",0
"X360",2012,"Action","Bethesda Softworks",88,56,77,815,"Arkane Studios","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0.01
"Wii",2009,"Misc","MTV Games",89,25,87,43,"Harmonix Music Systems","T",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
"PS2",2004,"Simulation","Sony Computer Entertainment Europe",84,57,89,81,"Namco","T",12,"00s","SONY","6th Gen","SONY_PS","Namco","Japan","SONY","JP_Sales",0.32
"XB",2003,"Racing","Electronic Arts",83,25,85,35,"Electronic Arts","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"DS",2007,"Misc","Mindscape",20,13,17,41,"Artefacts Studio","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","JP_Sales",0
"PS3",2011,"Shooter","Valve",95,54,82,937,"Valve Software","E10+",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.02
"PS2",2006,"Sports","Electronic Arts",87,18,84,23,"EA Sports","E",10,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PC",2010,"Simulation","Electronic Arts",74,17,51,77,"The Sims Studio","T",6,"00s","Microsoft","5th Gen","Misc","Other","Other","EA","JP_Sales",0
"PS4",2016,"Action","Hello Games",71,94,43,5096,"Hello Games","T",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.03
"PS2",2005,"Shooter","Sony Computer Entertainment",82,59,86,64,"Zipper Interactive","M",11,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.04
"PS3",2013,"Shooter","Take-Two Interactive",94,27,83,1863,"Irrational Games","M",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0.04
"GBA",2001,"Action","Electronic Arts",64,8,69,7,"Griptonite Games","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","EA","JP_Sales",0.08
"GBA",2002,"Role-Playing","Infogrames",53,15,67,28,"Webfoot Technologies","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","JP_Sales",0
"GC",2005,"Action","Capcom",96,82,92,767,"Capcom","M",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","JP_Sales",0.22
"X360",2008,"Racing","Electronic Arts",64,62,57,104,"EA Vancouver","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0.01
"Wii",2010,"Platform","Sega",78,58,83,301,"Sonic Team","E",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega","JP_Sales",0.01
"PS3",2008,"Action","THQ",82,50,77,135,"Volition Inc.","M",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.02
"PC",2010,"Strategy","Take-Two Interactive",90,70,77,2280,"Firaxis Games","E10+",6,"00s","Microsoft","5th Gen","Misc","Other","Other","Sega","JP_Sales",0
"PC",2003,"Simulation","Electronic Arts",79,20,80,25,"Maxis","T",13,"00s","Microsoft","5th Gen","Misc","EA","US","EA","JP_Sales",0
"GBA",2002,"Action","Nintendo",92,44,89,200,"Nintendo","E",14,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.17
"Wii",2008,"Sports","Namco Bandai Games",67,32,83,12,"Bandai Namco Games","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Namco","Japan","Namco","JP_Sales",0.14
"PSP",2007,"Shooter","LucasArts",73,35,77,46,"Rebellion","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PS2",2003,"Sports","Electronic Arts",93,41,89,125,"EA Canada","E",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS",2000,"Sports","Electronic Arts",90,14,66,4,"EA Sports","E",16,"90s","SONY","5th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"XB",2005,"Shooter","Activision",83,40,87,106,"Pandemic Studios","T",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","JP_Sales",0
"PS",2001,"Sports","Activision",87,10,81,36,"Shaba Games","E",15,"00s","SONY","5th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0.02
"PS3",2009,"Role-Playing","Electronic Arts",87,41,77,597,"BioWare","M",7,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0.08
"PS2",2001,"Racing","Midway Games",84,28,76,13,"Paradigm Entertainment","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PS2",2003,"Sports","Electronic Arts",94,15,86,81,"EA Sports","E",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS3",2006,"Fighting","Electronic Arts",83,37,77,24,"EA Chicago","T",10,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0.01
"PC",2013,"Strategy","Activision",86,68,77,1346,"Blizzard Entertainment","T",3,"10s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard","JP_Sales",0
"PS2",2003,"Platform","THQ",71,9,88,85,"Heavy Iron Studios","E",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PS4",2015,"Adventure","Sony Computer Entertainment Europe",79,103,80,2161,"SuperMassive Games","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","SONY","JP_Sales",0.05
"Wii",2008,"Sports","THQ",44,17,78,41,"HB Studios Multimedia","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
"PS2",2000,"Sports","Electronic Arts",93,35,81,33,"EA Sports Big","E",16,"90s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0.06
"Wii",2008,"Sports","Ubisoft",78,28,85,22,"Ubisoft","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft","JP_Sales",0
"PS2",2004,"Sports","Midway Games",83,44,90,19,"Midway","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"X360",2013,"Action","Deep Silver",81,42,63,325,"Volition Inc.","M",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0.01
"PS2",2002,"Sports","Electronic Arts",83,22,81,28,"EA Canada","E",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0.03
"X360",2012,"Action","Warner Bros. Interactive Entertainment",79,59,70,114,"TT Games","E10+",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0
"PS2",2005,"Fighting","Atari",72,29,82,71,"Spike","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco","JP_Sales",0.54
"PS4",2016,"Role-Playing","Namco Bandai Games",89,69,86,1940,"From Software","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Namco","JP_Sales",0.34
"Wii",2011,"Platform","Nintendo",77,49,83,156,"HAL Labs","E10+",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","JP_Sales",0.79
"GC",2004,"Misc","Nintendo",71,33,77,51,"Hudson Soft","E",12,"00s","Nintendo","6th Gen","Misc","Other","Other","Nintendo","JP_Sales",0.6
"Wii",2008,"Action","LucasArts",56,24,65,18,"Krome Studios","T",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
"X360",2006,"Racing","Electronic Arts",77,52,61,82,"EA Canada","E10+",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0.02
"PS3",2007,"Action","Sony Computer Entertainment",79,64,81,544,"Ninja Theory","T",9,"00s","SONY","7th Gen","SONY_PS","Microsoft","US","SONY","JP_Sales",0.06
"Wii",2007,"Simulation","Electronic Arts",68,38,70,56,"EA Redwood Shores","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","EA","US","EA","JP_Sales",0.04
"X360",2008,"Shooter","Electronic Arts",72,76,74,233,"EA Montreal","M",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0.02
"PS2",2002,"Sports","Electronic Arts",88,18,87,18,"EA Sports","E",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS2",2004,"Action","Ubisoft",83,51,83,120,"Ubisoft Montreal","M",12,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft","JP_Sales",0
"XOne",2014,"Shooter","Ubisoft",82,15,73,383,"Ubisoft Montreal","M",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","JP_Sales",0.01
"XB",2004,"Sports","Sega",92,42,89,93,"Visual Concepts","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Sega","Japan","Sega","JP_Sales",0
"PS3",2013,"Adventure","Sony Computer Entertainment",70,98,79,2652,"Quantic Dream","M",3,"10s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.06
"GC",2001,"Strategy","Nintendo",89,39,85,121,"Nintendo","E",15,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.56
"PS2",2003,"Sports","Electronic Arts",89,23,86,40,"EA Sports","E",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS",1999,"Platform","Sony Computer Entertainment",90,19,86,53,"SCEI","E",17,"90s","SONY","5th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.32
"PS2",2004,"Sports","Electronic Arts",88,29,86,35,"EA Tiburon","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"X360",2012,"Shooter","Take-Two Interactive",86,80,76,869,"Rockstar Studios","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega","JP_Sales",0.01
"X360",2006,"Simulation","Microsoft Game Studios",84,65,78,131,"Rare Ltd.","E",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","JP_Sales",0.02
"X360",2010,"Simulation","Microsoft Game Studios",74,50,29,69,"Frontier Developments","E",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","JP_Sales",0
"GC",2003,"Racing","Nintendo",61,28,77,69,"HAL Labs","E",13,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.45
"PS4",2013,"Action","Warner Bros. Interactive Entertainment",83,22,75,262,"TT Games","E10+",3,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.01
"DS",2007,"Role-Playing","Square Enix",80,44,77,50,"ArtePiazza","E10+",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Square Enix","JP_Sales",1.27
"PS2",2004,"Sports","Electronic Arts",77,33,85,20,"EA Tiburon","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"GC",2005,"Sports","Nintendo",76,39,85,55,"Next Level Games","E",11,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.2
"X360",2011,"Shooter","Bethesda Softworks",81,77,65,559,"id Software","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0.03
"DS",2006,"Sports","Nintendo",69,40,78,37,"Square Enix","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Square Enix","Japan","Nintendo","JP_Sales",0.49
"X360",2010,"Action","Square Enix",81,74,78,267,"Avalanche Studios","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Square Enix","JP_Sales",0.02
"PS",1999,"Action","Konami Digital Entertainment",86,17,90,326,"KCET","M",17,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.3
"GC",2003,"Platform","Sega",72,49,76,125,"Sonic Team","E",13,"00s","Nintendo","6th Gen","Misc","Sega","Japan","Sega","JP_Sales",0.06
"PS2",2004,"Sports","Global Star",83,24,73,36,"Visual Concepts","E",12,"00s","SONY","6th Gen","SONY_PS","Sega","Japan","Other","JP_Sales",0
"PC",1996,"Role-Playing","Activision",94,12,85,850,"Blizzard Entertainment","M",20,"90s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard","JP_Sales",0
"X360",2008,"Action","Ubisoft",85,75,65,288,"Ubisoft Montreal","M",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","JP_Sales",0.02
"GC",2006,"Action","Nintendo",96,16,90,568,"Nintendo","T",10,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.04
"PS3",2007,"Sports","Konami Digital Entertainment",74,19,59,47,"Konami","E",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.32
"Wii",2006,"Role-Playing","Nintendo",53,34,65,106,"Genius Sonority Inc.","E",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","JP_Sales",0.3
